publishDate,eventDate,time,location,money,column
2002-01-06,May 31,,javits convention center,$13.5 million,"May 31: At the Jacob K. Javits Convention Center, the Robin Hood Foundation once again raised the most money -- $13.5 million -- and the guests had the most fun. The evening included dinner for 3,000 guests, entertainment by Jerry Seinfeld, an auction that raised $3.38 million and a door prize of a Jaguar. PAUL TUDOR JONES II, left, the foundation's founder, takes a drink just after his wife, SONIA, center, bid $420,000 to win one of the auction prizes, a yoga lesson taught by Madonna and Gwyneth Paltrow. With them is JONATHAN TISCH. 14."
2002-01-06,Nov 29,,city center,$1.9 million,"Nov 29: The Alvin Ailey American Dance Theater benefited from a gala performance at City Center followed by a dinner-dance at the Sheraton New York. BAHIYAH SAYYED-GAINES, a member of the company, was among the 1,300 guests. The event raised $1.9 million. 15."
2002-01-06,Aug 4,,,,"Aug 4: The annual summer benefit of the Watermill Center, the arts center in Water Mill, N.Y., took place on the grounds. Six Russian artists worked with Robert Wilson, the composer and theater artist who founded the center, to create an evening that included tableaus inspired by a work of Gogol. 16."
2002-01-06,Jun 11,,,,"Jun 11: At 1,001 Nights, the 17th Dance With the Dancers benefit of the New York City Ballet, many of the 800 guests wore Arabian-inspired costumes."
2002-01-13,Jan 8,7:40,st. regis,$100 million,"The Weill Medical College of Cornell held a celebratory dinner at the St. Regis. Earlier in the day, the medical school had received two gifts, $100 million from Sanford and Joan Weill, and $50 million from Maurice and Corinne Greenberg. Mr. Weill is chairman of Citigroup and Mr. Greenberg is chairman of American International Group."
2002-01-13,Jan 10,7:50,,$20000,"The Emergency Fund of the Community Service Society of New York benefited from an exhibition of pictures by well-known photographers. The event, which raised $20,000, was held in the West Village studio of the photographer Mark Seliger."
2002-01-13,Jan 9,10:58,,,"The Joseph Papp Public Theater and the New York Shakespeare Festival benefited from a performance of the one-woman show ''Elaine Stritch at Liberty.'' Champagne was served during the intermission, and the performance was followed by a reception on the stage. As Miss Stritch said: ''This is the best kind of party. It is right next to my dressing room.''"
2002-01-13,Jan 7,7:30,grand central terminal,,"''Faces of Ground Zero'' opened in Vanderbilt Hall at Grand Central Terminal. The 87 life-size photographs by Joe McNally include emergency workers, survivors, firefighters and police officers. Mr. McNally took the portraits with a giant Polaroid camera that produces 40-by-80-inch pictures. The exhibition will run through Jan 20and then travel to other cities."
2002-01-13,Jan 10,7:12,,,"It was a night for previews in SoHo. Lines formed for the elevator at 560 Broadway, a building packed with galleries. Among the openings was a show of 12 photographers at the June Bateman Gallery."
2002-01-20,Jan 16,7:25,,$150000,"A reception and silent auction of artwork was held at the Luhring Augustine Gallery in Chelsea. The auction of works by 14 artists benefited The New York Times Neediest Cases Fund. It sought to raise more than $150,000."
2002-01-20,Jan 16,8:30,american folk art museum,,"The American Folk Art Museum inaugurated its American Antiques Show with a benefit preview at the Metropolitan Pavilion on West 18th Street."
2002-01-20,Jan 17,7:10,,,"Essence magazine welcomed its new editor in chief, Diane Weathers, with a party at the Lotus Club. The twosome Kindred performed."
2002-01-20,Jan 17,6:40,joyce theater,,"The Joyce Theater held a benefit Champagne reception and dance performance at the theater on Eighth Avenue at 19th Street. It was followed by a dinner."
2002-01-20,Jan 14,8:20,frick,,"The Henry Clay Frick Fellows dinner was at the Frick Collection's home, the mansion on Fifth Avenue."
2002-01-20,Jan 14,10:25,carnegie hall,$1.6 million,"The American Friends of the Israel Philharmonic Orchestra attended a concert by the orchestra at Carnegie Hall followed by a dinner at the Plaza. It raised $1.6 million."
2002-01-20,Jan 14,8:40,,,"Harper's Bazaar celebrated the first issue by its new editor in chief, Glenda Bailey, at the Eyebeam Atelier on West 21st Street. Sting performed during the evening."
2002-01-27,Jan 23,7:05,studio museum in harlem,,"The Studio Museum in Harlem held an opening for its winter exhibitions with 500 guests."
2002-01-27,Jan 24,6:45,bryant park,,"Tartans and plaids were popular with the 360 guests at the reception at the Bryant Park Hotel to introduce ancestralscotland.com, a genealogical Web site. Terminals were available for guests to delve into Scottish roots."
2002-01-27,Jan 19,6:20,hilton new york,$4 million,"A preview of the 48th Annual Winter Antiques Show was held in the exhibition halls of the Hilton New York. It benefited the East Side House Settlement in the Bronx."
2002-01-27,Jan 24,8:10,,,"The Young Collectors' Night at the Winter Antiques Show."
2002-02-10,Feb 5,11:05,museum of the city of new york,$175000,"The Museum of the City of New York held its Winter Ball benefit in its East Harlem building on Fifth Avenue, with 900 guests attending and $175,000 being raised."
2002-02-10,Feb 5,8:55,,$500000,"The Design Industries Foundation Fighting AIDS benefited from Elle Decor magazine's annual Dining by Design show. At this year's event at the Hammerstein Ballroom, 50 designers created 58 fantasy table settings for 1,000 guests, who raised more than $500,000."
2002-02-10,Feb 4,7:45,cipriani 42nd street,$600000,"The American Foundation for AIDS Research, also known as Amfar, held a benefit dinner at Cipriani 42nd Street. It was attended by 500 guests and raised $600,000, with the money also going to Broadway Cares/Equity Fights AIDS."
2002-02-10,Feb 6,6:30,marriott marquis,$50000,"Associated Black Charities, which represents volunteer groups that provide health and human services, raised $500,00 at its Black History Makers dinner. Nearly 500 guests attended the event at the New York Marriott Marquis."
2002-02-10,Feb 4,8:55,,$1.2 million,"The Juilliard School was the beneficiary of an evening celebrating the Richard Rodgers Centennial. The festivities, at the school's theater, were attended by 650 guests, and raised $1.2 million. Dinner and dancing were in an adjacent tent."
2002-02-10,Feb 6,7:45,,$60000,"Tiffany & Company held a cocktail party and auction for the Wildlife Conservation Society. It was attended by 300 guests and raised $60,000."
2002-02-10,Feb 4,6:25,grand hyatt,$1 million,"Hedge Funds Care, a coalition of hedge fund industry professionals, raised more than $1 million for its programs aimed at preventing child abuse at a dinner attended by 800 guests at the Grand Hyatt Hotel."
2002-02-10,Feb 1,9:40,,,"Steve and Robert Forbes were the hosts of a nightcap at the ''21'' Club, having invited 250 guests who attended the World Economic Forum."
2002-02-10,Feb 6,7:15,pierre,$300000,"Bide-a-Wee honored search and rescue dogs, and their handlers, many of whom worked at ground zero. The event, attended by 250 humans at the Pierre, raised $300,000."
2002-02-10,Feb 6,8:25,saks fifth avenue,,"Saks Fifth Avenue held a reception at its Cartier boutique in honor of the New York Botanical Garden, with 150 guests attending."
2002-02-03,Jan 25,8:50,waldorf-astoria,$300000,"The Viennese Opera Ball at the Waldorf-Astoria was attended by 475 and raised about $300,000. The beneficiary was for years cancer research, but is now the Guggenheim Museum, the Hermitage in Russia and the Vienna Kunsthistorisches Museum."
2002-02-03,Jan 28,6:45,american folk art museum,,"''Geoffrey Holder: A Life in Theater, Dance and Art'' by Jennifer Dunning, published by Harry N. Abrams, was celebrated by 300 guests at a party at the American Folk Art Museum. Ms. Dunning is a dance reporter for The New York Times."
2002-02-03,Jan 31,6:40,pierre,$670000,"The Bank Street College of Education gave a benefit dinner at the Pierre. It was attended by 435 guests and raised $670,000."
2002-02-03,Jan 31,7:25,tavern on the green,$430000,"The West Side Y.M.C.A. celebrated its 105th anniversary at Tavern on the Green. About $430,000 was raised by 450 guests."
2002-02-03,Jan 29,7:15,,,"The Broome Street Gallery gave a reception for three artists."
2002-02-03,Jan 28,7:30,plaza,,"The Manhattan Theater Club gave a benefit dinner at the Plaza. The evening's entertainment included a cabaret performance."
2002-02-03,Jan 28,7:05,pierre,$370000,"UJA-Federation of New York honored the theater producers Fran Weissler and Barry Weissler at the Hotel Pierre. The event raised $370,000."
2002-02-24,Feb 18,6:55,waldorf-astoria,$150000,"Shared Interest, a nonprofit investment fund that benefits South Africans, held an awards dinner at the Waldorf-Astoria attended by 350 guests, raising $150,000."
2002-02-24,Feb 20,8:35,seventh regiment armory,$902000,"The preview gala for the Art Show at the Seventh Regiment Armory on Park Avenue was attended by 2,000 visitors and raised $902,000 for the Henry Street Settlement. The show runs through tomorrow."
2002-02-24,Feb 21,8:00,museum of modern art,$250000,"An opening preview for the Armory Show 2002, an international art fair of 173 galleries, was held on the Hudson River, on Piers 88 and 90 between 48th and 50th Streets. The show, which runs through tomorrow, is known for its uncorralled expression in all the disciplines of art. The preview, attended by 1,500, was a benefit for the Museum of Modern Art, which received $250,000 from the evening."
